{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 1, 0, 0x03B0, 0 },
{ 1, 0, 0x03B0, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x0400, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
{ 0, 0, 0x03A0, 0 },
